Suburb,Address,Type,Price,Rooms,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
Altona,1/123 Blyth St,t,720000,2,S,hockingstuart,4/02/2016,13.8,2,1,2,292,125,2013,-37.8687,144.8197
Altona,4 Blyth St,h,1120000,3,S,Barlow,4/03/2017,13.8,3,1,2,506,120,1930,-37.8693,144.8375
Altona,20 Linnet St,h,780000,4,PI,Sweeney,4/06/2016,13.8,4,1,4,655,,,-37.868,144.8154
Altona,29 Rose St,h,1780000,4,SP,Greg,4/06/2016,13.8,4,3,6,1057,220,1962,-37.8681,144.819
Altona,1/170 Blyth St,u,630000,3,S,Barlow,6/08/2016,13.8,2,1,2,311,94,1955,-37.8702,144.8143
Altona,5/35 Grieve Pde,u,406000,2,SP,hockingstuart,6/08/2016,13.8,2,1,1,65,,,-37.8693,144.8171
Altona,156 Maidstone St,h,660000,3,VB,Greg,7/05/2016,13.8,3,1,1,602,123,1955,-37.8616,144.8116
Altona,11 Keeshan Ct,h,683500,3,S,Greg,7/11/2016,13.8,3,1,1,530,,,-37.8594,144.817
Altona,1/4 Deavey Ct,u,540000,2,VB,hockingstuart,8/10/2016,13.8,,,,,,,,
Altona,1/136 Queen St,u,580000,2,S,Barlow,8/10/2016,13.8,2,1,1,225,93,1988,-37.8696,144.827
Altona,173 Queen St,h,1335000,3,S,hockingstuart,8/10/2016,13.8,3,1,4,777,22,1953,-37.8697,144.8249
Altona,1/265 Queen St,t,800000,3,SP,hockingstuart,8/10/2016,13.8,3,2,2,280,,1997,-37.8734,144.8143
Altona,3/26 Grieve Pde,u,510000,2,S,Village,10/09/2016,13.8,2,1,1,127,76,1990,-37.8686,144.8182
Altona,261 Queen St,h,1070000,4,S,Barlow,10/09/2016,13.8,4,2,2,695,,,-37.8733,144.8147
Altona,4/5 Rose St,u,425000,2,S,hockingstuart,10/09/2016,13.8,2,1,2,115,57,1980,-37.871,144.8185
Altona,1/60 David St,u,605000,3,S,Jas,10/12/2016,13.8,3,2,2,230,,,-37.8646,144.827
Altona,1A Merritt Ct,t,705000,3,S,hockingstuart,11/02/2017,13.8,3,2,2,197,152,,-37.8579,144.8181
Altona,4/31 Millers Rd,u,391000,2,SP,Greg,11/02/2017,13.8,2,1,1,0,65,1965,-37.8678,144.8384
Altona,111/112 Pier St,u,440000,2,SP,hockingstuart,11/02/2017,13.8,2,1,1,0,,,-37.8659,144.831
Altona,24 Wren St,h,845000,4,S,hockingstuart,11/02/2017,13.8,4,1,2,745,130,1950,-37.8658,144.8155
Altona,54 Seves St,h,766000,3,S,Williams,11/03/2017,13.8,,,,,,,,
Altona,1/152 Blyth St,t,743000,3,SP,Gunn&Co,12/11/2016,13.8,3,2,2,211,176,,-37.8698,144.816
Altona,2/6 Galvin St,t,650000,3,SP,Williams,12/11/2016,13.8,,,,,,,,
Altona,4/57 Blyth St,u,730000,3,SP,Barlow,13/08/2016,13.8,3,2,1,69,141,2014,-37.868,144.8286
Altona,10 Wilga Av,t,916500,3,S,hockingstuart,13/08/2016,13.8,,,,,,,,
Altona,164 Maidstone St,h,635000,3,S,Sweeney,14/05/2016,13.8,3,1,4,625,,1960,-37.8611,144.8114
Altona,3/25 Rayner St,u,620000,2,SP,hockingstuart,14/05/2016,13.8,2,1,1,168,,,-37.8676,144.8202
Altona,3/46 Sargood St,u,447000,2,S,Burnham,15/10/2016,13.8,2,1,1,137,77,1990,-37.8655,144.8299
Altona,1/57 Blyth St,u,730000,3,SP,Barlow,16/04/2016,13.8,3,2,1,70,,,-37.868,144.8287
Altona,22 Fenfield St,h,678000,3,S,hockingstuart,16/04/2016,13.8,3,1,2,606,87,1950,-37.8608,144.8124
Altona,5/8 David St,u,580000,2,PI,Biggin,16/07/2016,13.8,2,2,1,175,76,2013,-37.8687,144.8268
Altona,1/28 Seves St,h,712000,3,S,hockingstuart,17/09/2016,13.8,3,1,2,363,,,-37.8674,144.8375
Altona,27 McIntyre Dr,h,840000,3,SP,Greg,18/03/2017,13.8,3,2,2,534,136,1965,-37.86,144.8245
Altona,4 Boyd St,h,980000,3,S,Barlow,19/11/2016,13.8,3,1,2,724,,,-37.8672,144.817
Altona,5a Emu Av,h,1000000,4,S,Barlow,19/11/2016,13.8,,,,,,,,
Altona,12 Spear Ct,t,605100,3,S,hockingstuart,22/05/2016,13.8,3,2,0,265,,,-37.8583,144.8172
Altona,185 Queen St,h,880000,3,PI,Barlow,22/08/2016,13.8,3,3,1,577,,,-37.8699,144.8235
Altona,3/20 Mulga St,u,577000,3,S,Williams,23/04/2016,13.8,3,2,1,205,113,2007,-37.8684,144.815
Altona,95 Blyth St,h,,4,SN,hockingstuart,25/02/2017,13.8,4,2,3,504,,,-37.8677,144.8252
Altona,51 Millers Rd,h,1030000,4,S,Barlow,25/02/2017,13.8,4,1,0,797,,,-37.8663,144.8387
Altona,2/119 Railway St N,u,605000,3,S,Barlow,25/02/2017,13.8,3,1,2,181,,,-37.8659,144.822
Altona,12 Ransom Av,h,685000,3,S,Barlow,25/02/2017,13.8,,,,,,,,
Altona,2/5 Rose St,u,,2,PI,Point,25/02/2017,13.8,2,1,1,117,58,1980,-37.871,144.8185
Altona,24 McIntyre Dr,h,753000,3,S,Barlow,27/06/2016,13.8,3,2,2,529,,,-37.8612,144.8247
Altona,104 Maidstone St,h,857000,2,SP,hockingstuart,27/11/2016,13.8,2,2,1,675,100,1950,-37.8653,144.8129
Altona,49 Bent St,h,1500000,3,S,Barlow,28/05/2016,13.8,3,1,1,929,,,-37.8651,144.832
Altona,5/57 Blyth St,u,730000,3,SP,Barlow,28/05/2016,13.8,3,2,1,70,3,2014,-37.868,144.8285
Altona,15 Kookaburra St,h,900000,3,S,Sweeney,28/05/2016,13.8,3,1,4,697,,,-37.871,144.8075
Altona,219 Civic Pde,h,740000,3,S,Greg,28/08/2016,13.8,3,1,2,604,,,-37.8631,144.8195
Altona,3 Curtin Ct,h,931000,4,S,Sweeney,28/08/2016,13.8,4,2,3,532,,1970,-37.8637,144.8365
Altona,2/60 David St,h,535600,2,SP,Compton,30/07/2016,13.8,2,1,1,154,91,1996,-37.8646,144.8272
Altona North,1 Beuron Rd,h,,3,SP,Williams,3/09/2016,11.1,3,1,1,620,108,1950,-37.829,144.848
Altona North,45 Hearn St,h,1085000,5,S,FN,3/09/2016,11.1,5,3,6,592,251,1965,-37.8388,144.8567
Altona North,4 Knapp St,h,781000,3,S,Jas,3/09/2016,11.1,3,1,2,533,117,1970,-37.8291,144.835
Altona North,103 Sixth Av,h,857500,4,S,hockingstuart,3/09/2016,11.1,,,,,,,,
Altona North,80A Hansen St,h,960000,4,S,Sweeney,4/03/2017,11.1,,,,,,,,
Altona North,21 Hatherley Gr,h,750000,3,SP,Jas,4/03/2017,11.1,3,1,3,554,,,-37.8449,144.85
Altona North,3/66 Marion St,t,421000,2,S,hockingstuart,4/03/2017,11.1,2,1,1,77,77,2009,-37.8351,144.8529
Altona North,153 Mills St,h,1405000,3,S,Sweeney,4/03/2017,11.1,3,1,3,655,,,-37.8338,144.8562
Altona North,1/70 Misten Av,h,,2,S,hockingstuart,4/03/2017,11.1,,,,,,,,
Altona North,33 Carthy St,h,683000,3,S,FN,4/06/2016,11.1,3,1,2,534,167,1967,-37.8284,144.8355
Altona North,47 Ginifer Av,h,,3,SN,Barry,4/06/2016,11.1,,,,,,,,
Altona North,16 Harris St,h,623000,3,S,Sweeney,4/06/2016,11.1,3,1,3,540,,,-37.8267,144.8368
Altona North,1/5 Little St,h,720000,3,VB,Greg,6/08/2016,11.1,3,2,1,0,130,2012,-37.8379,144.8583
Altona North,58a Clematis Av,t,780000,4,S,hockingstuart,7/05/2016,11.1,,,,,,,,
Altona North,1/77 Hansen St,u,720000,3,S,hockingstuart,7/05/2016,11.1,,,,,,,,
Altona North,21 Joel Av,h,705000,3,SP,Village,7/05/2016,11.1,,,,,,,,
Altona North,1/95 Mills St,h,588000,3,S,Williams,7/05/2016,11.1,3,1,1,328,118,1970,-37.838,144.8555
Altona North,2/5 Stapley Cr,h,720000,4,VB,hockingstuart,7/05/2016,11.1,,,,,,,,
Altona North,5 Binns St,h,710000,3,PI,Village,7/11/2016,11.1,3,1,3,540,116,1960,-37.8294,144.8378
Altona North,2/9 First Av,h,550000,2,SP,RT,7/11/2016,11.1,,,,,,,,
Altona North,1/28 Irwin Av,u,640000,3,VB,hockingstuart,7/11/2016,11.1,,,,,,,,
Altona North,3/49 Misten Av,h,537500,3,SP,hockingstuart,7/11/2016,11.1,,,,,,,,
Altona North,29a The Broadway,t,,4,PN,Williams,7/11/2016,11.1,,,,,,,,
Altona North,25 Allan St,h,875000,4,SP,Jas,8/10/2016,11.1,3,1,4,559,169,1965,-37.8448,144.8529
Altona North,9 Fourth Av,h,800000,3,S,Barlow,8/10/2016,11.1,,,,,,,,
Altona North,11a Edward Av,t,713500,3,S,Greg,10/09/2016,11.1,,,,,,,,
Altona North,45 Freemans Rd,h,,4,PN,hockingstuart,10/12/2016,11.1,4,2,5,537,196,1960,-37.8261,144.8391
Altona North,21 Hatherley Gr,h,700000,3,VB,Jas,10/12/2016,11.1,3,1,3,554,,,-37.8449,144.85
Altona North,1B Paproth Gr,h,551000,2,SP,RT,10/12/2016,11.1,,,,,,,,
Altona North,7 Seventh Av,h,685000,3,SP,Greg,10/12/2016,11.1,,,,,,,,
Altona North,1/256 Mason St,t,640000,2,S,Williams,11/03/2017,11.1,2,1,1,252,,1965,-37.8397,144.8602
Altona North,21 Allan St,h,650000,4,SP,Williams,12/06/2016,11.1,4,1,4,558,,,-37.8451,144.8529
Altona North,56a First Av,h,925000,3,SP,RT,12/11/2016,11.1,,,,,,,,
Altona North,63a First Av,h,,3,PI,RT,13/08/2016,11.1,,,,,,,,
Altona North,59 Misten Av,h,,2,PI,Greg,13/08/2016,11.1,,,,,,,,
Altona North,85a First Av,t,670000,3,VB,Greg,14/05/2016,11.1,,,,,,,,
Altona North,22 Joel Av,h,680000,3,SP,Hunter,14/05/2016,11.1,,,,,,,,
Altona North,11 Mahon Av,h,765000,3,S,Greg,14/05/2016,11.1,,,,,,,,
Altona North,2/36 May St,h,675000,3,S,hockingstuart,14/05/2016,11.1,3,2,2,171,109,2012,-37.8337,144.8554
Altona North,11 Beevers St,h,708000,3,S,Greg,15/10/2016,11.1,3,1,2,585,97,1960,-37.8258,144.8523
Altona North,2/10 Cleghorn Av,t,656000,3,SP,Gunn&Co,15/10/2016,11.1,,,,,,,,
Altona North,2 Edward Av,h,883000,4,S,hockingstuart,15/10/2016,11.1,,,,,,,,
Altona North,10 Murphy St,h,965000,4,SP,Gunn&Co,15/10/2016,11.1,4,1,4,851,,,-37.8345,144.8444
Altona North,128 Second Av,h,870000,3,S,Hunter,15/10/2016,11.1,,,,,,,,
Altona North,5/24 Valerian Av,h,681000,3,PI,Village,15/10/2016,11.1,,,,,,,,
Altona North,2/31 Cooper Av,h,522500,2,SA,hockingstuart,16/07/2016,11.1,,,,,,,,
Altona North,9 Begonia Av,h,972000,5,S,Sweeney,17/09/2016,11.1,,,,,,,,
Altona North,1/36 Amaranth Av,t,590000,3,PI,RT,18/06/2016,11.1,,,,,,,,
Altona North,3/36 Amaranth Av,h,450000,2,PI,RT,18/06/2016,11.1,,,,,,,,
Altona North,61 Cooper Av,h,765000,3,S,Greg,18/06/2016,11.1,,,,,,,,
Altona North,10 Freemans St,h,750000,3,VB,Greg,18/06/2016,11.1,,,,,,,,
Altona North,16 Beevers St,h,680000,3,S,Sweeney,19/11/2016,11.1,3,1,3,551,,,-37.8254,144.8514
Altona North,4/63 Marion St,u,,1,PI,hockingstuart,19/11/2016,11.1,1,1,1,0,46,1970,-37.8355,144.853
Altona North,150A McIntosh Rd,t,510000,2,SP,Williams,19/11/2016,11.1,,,,,,,,
Altona North,21 Neal Ct,h,770000,3,SP,hockingstuart,19/11/2016,11.1,3,1,3,602,603,,-37.8327,144.8451
Altona North,31 Duosa Rd,h,923000,3,S,Greg,22/05/2016,11.1,3,1,2,740,,,-37.8269,144.8455
Altona North,252 Millers Rd,h,693000,4,SP,Raine&Horne,22/05/2016,11.1,4,2,4,315,170,2008,-37.8391,144.8467
Altona North,1/156 Chambers Rd,h,620000,3,SP,Hunter,22/08/2016,11.1,5,2,2,276,100,2010,-37.8262,144.8443
Altona North,19 Cleghorn Av,h,800000,3,S,Buxton,22/08/2016,11.1,,,,,,,,
Altona North,2 Gadsden St,h,728500,3,S,Jas,22/08/2016,11.1,3,1,1,531,157,1960,-37.8277,144.8385
Altona North,24 Hansen St,h,931000,3,S,hockingstuart,22/08/2016,11.1,3,2,1,590,160,1950,-37.8382,144.8649
Altona North,4 Prismall St,h,988000,3,S,Sweeney,22/08/2016,11.1,3,1,4,715,,2008,-37.8423,144.8632
Altona North,1/21 Freemans Rd,h,590000,3,SP,RT,23/04/2016,11.1,,,,,,,,
Altona North,122 McIntosh Rd,h,590000,3,S,Village,23/04/2016,11.1,3,1,2,561,,,-37.8444,144.8491
Altona North,35 May St,h,610000,2,S,RT,24/09/2016,11.1,2,1,2,691,,,-37.834,144.8553
Altona North,29 Cyclamen Av,h,,2,PI,Jas,25/02/2017,11.1,,,,,,,,
Altona North,6 Hill St,h,815000,3,S,hockingstuart,25/02/2017,11.1,3,2,3,555,130,1960,-37.8318,144.8388
Altona North,84 May St,h,970000,4,S,Greg,25/02/2017,11.1,4,1,2,708,,,-37.833,144.8494
Altona North,81 Fifth Av,h,840000,4,S,hockingstuart,26/07/2016,11.1,,,,,,,,
Altona North,23 Huxtable Av,h,840000,3,S,Sweeney,26/07/2016,11.1,,,,,,,,
Altona North,155 Chambers Rd,h,760000,4,S,Hunter,27/06/2016,11.1,4,1,3,668,,,-37.8262,144.8439
Altona North,61a First Av,h,852500,3,S,RT,27/06/2016,11.1,,,,,,,,
Altona North,268d Mason St,t,847500,4,S,RT,27/06/2016,11.1,4,3,1,252,,,-37.8393,144.8568
Altona North,5 Cresser St,h,1200000,4,SP,RT,27/11/2016,11.1,4,1,4,633,158,1960,-37.8375,144.8541
Altona North,1/33 Fifth Av,h,630000,3,S,RT,27/11/2016,11.1,,,,,,,,
Altona North,1/8 Fourth Av,h,,3,PI,Hunter,27/11/2016,11.1,,,,,,,,
Altona North,107 McIntosh Rd,h,700000,3,SP,Hunter,27/11/2016,11.1,3,1,1,557,,,-37.8441,144.8505
Altona North,10 Knapp St,h,625000,3,PI,Hunter,28/05/2016,11.1,3,1,1,536,,,-37.8285,144.8351
Altona North,4/221 Blackshaws Rd,u,292000,2,S,Jas,28/08/2016,11.1,2,1,1,153,70,1970,-37.8332,144.8649
Altona North,56a MacDonald Av,t,640000,3,PI,hockingstuart,28/08/2016,11.1,,,,,,,,
Altona North,126 Sixth Av,h,800000,3,SP,RT,30/07/2016,11.1,,,,,,,,
Armadale,24 Hume St,h,,3,S,RT,3/09/2016,6.3,2,1,1,305,,,-37.8573,145.0226
Armadale,8/19 Mercer Rd,u,599000,2,S,Jellis,3/09/2016,6.3,2,1,1,0,76,1964,-37.8543,145.0262
Armadale,1/42 Adelaide St,u,550000,2,VB,Noel,3/12/2016,6.3,2,1,0,861,,,-37.8539,145.0284
Armadale,14/71 Denbigh Rd,u,995000,3,S,Marshall,3/12/2016,6.3,3,2,2,0,100,1998,-37.8552,145.016
Armadale,4/769 High St,t,1205000,3,S,Jellis,3/12/2016,6.3,3,2,2,101,105,2000,-37.854,145.0135
Armadale,12 Huntingtower Rd,h,,3,S,Jellis,3/12/2016,6.3,3,2,2,588,168,1930,-37.8546,145.0245
Armadale,28 Lambeth Av,h,2675000,3,S,Marshall,3/12/2016,6.3,,,,,,,,
Armadale,7 Llaneast St,h,1939000,3,S,Jellis,3/12/2016,6.3,3,2,2,296,150,1889,-37.8614,145.0274
Armadale,9/55 Northcote Rd,u,421500,1,S,Biggin,3/12/2016,6.3,1,1,0,0,,,-37.853,145.0167
Armadale,1/7 Railway Av,u,585000,2,SP,hockingstuart,3/12/2016,6.3,,,,,,,,
Armadale,65 Barkly Av,h,2050000,3,S,Marshall,4/03/2017,6.3,,,,,,,,
Armadale,28 Cambridge St,h,1870000,3,S,Hodges,4/03/2017,6.3,3,1,1,217,116,1888,-37.8592,145.0182
Armadale,6 Cambridge St,h,,4,SN,Thomson,4/03/2017,6.3,4,2,1,211,,,-37.859,145.0172
Armadale,3/16 Fulton St,u,678000,2,S,hockingstuart,4/03/2017,6.3,2,1,2,0,,,-37.8538,145.0127
Armadale,6 Fulton St,h,,2,PI,Marshall,4/03/2017,6.3,2,1,1,183,,,-37.8538,145.0123
Armadale,21 Lambeth Av,h,,3,S,Jellis,4/03/2017,6.3,,,,,,,,
Armadale,3/20 Mercer Rd,t,1918000,3,SP,Jellis,4/03/2017,6.3,3,2,2,0,165,1995,-37.8537,145.0267
Armadale,7/53 Wattletree Rd,u,,1,SP,hockingstuart,4/03/2017,6.3,1,1,0,881,,,-37.8614,145.0222
Armadale,1/77 Wattletree Rd,u,660000,2,SP,hockingstuart,4/03/2017,6.3,2,1,1,0,,,-37.8619,145.0257
Armadale,12 Willis St,h,2050000,3,S,Marshall,4/03/2017,6.3,3,2,1,205,116,1910,-37.8574,145.0281
Armadale,12 Alleyne Av,h,,4,S,RT,4/06/2016,6.3,,,,,,,,
Armadale,3/10 Denbigh Rd,u,,2,SP,hockingstuart,4/06/2016,6.3,2,1,1,0,65,1970,-37.8596,145.0156
Armadale,8/71 Denbigh Rd,u,700000,2,VB,Jellis,4/06/2016,6.3,2,1,2,0,,,-37.8552,145.016
Armadale,11/17 Myamyn St,u,3625000,2,S,Jellis,4/06/2016,6.3,3,2,2,0,,2006,-37.8555,145.0291
Armadale,526 Orrong Rd,h,3000000,4,VB,Jellis,4/06/2016,6.3,4,2,2,1581,,1934,-37.858,145.0111
Armadale,37 Barkly Av,h,1930000,2,S,Jellis,6/08/2016,6.3,,,,,,,,
Armadale,553 Dandenong Rd,h,1525000,5,PI,Jellis,7/05/2016,6.3,8,2,2,693,,,-37.8638,145.0229
Armadale,17 Egerton Rd,h,,4,S,Marshall,7/05/2016,6.3,4,1,2,500,,,-37.8623,145.0223
Armadale,9/19 Mercer Rd,u,735000,3,PI,Marshall,7/05/2016,6.3,3,2,1,2113,14,1970,-37.8543,145.0262
Armadale,6/26 Mercer Rd,u,825000,2,S,Jellis,7/05/2016,6.3,2,1,1,0,,,-37.8528,145.0268
Armadale,538a Orrong Rd,t,1586000,3,S,RT,7/05/2016,6.3,2,2,2,246,,,-37.8566,145.0116
Armadale,557 Orrong Rd,h,,4,S,Jellis,7/05/2016,6.3,4,2,2,369,176,1930,-37.8548,145.0113
Armadale,5/68 Rose St,t,,3,S,Jellis,7/05/2016,6.3,2,2,1,175,158,1970,-37.8515,145.02
Armadale,11/38 Wattletree Rd,u,,2,S,hockingstuart,7/05/2016,6.3,2,1,1,0,65,1970,-37.8613,145.0184
Armadale,24 Lambeth Av,h,,5,S,Marshall,7/11/2016,6.3,,,,,,,,
Armadale,18/41 Kooyong Rd,u,645000,2,S,Marshall,8/10/2016,6.3,3,1,1,0,,1960,-37.8596,145.0198
Armadale,10 William St,h,1435000,1,SP,Jellis,8/10/2016,6.3,2,2,1,144,107,1900,-37.8564,145.0228
Armadale,11 Adelaide St,h,,4,SN,hockingstuart,10/09/2016,6.3,3,4,2,662,292,1920,-37.8549,145.0276
Armadale,15/405 Dandenong Rd,u,280000,1,PI,hockingstuart,10/09/2016,6.3,1,1,1,0,38,1975,-37.8619,145.0185
Armadale,1/2 Armadale St,u,400000,1,PI,hockingstuart,10/12/2016,6.3,1,1,1,0,,,-37.8605,145.0185
Armadale,54 Denbigh Rd,h,,4,SP,Jellis,10/12/2016,6.3,4,2,2,551,208,1890,-37.8566,145.0161
Armadale,4/20 Mercer Rd,h,1780000,2,S,Marshall,10/12/2016,6.3,2,2,2,0,,,-37.8537,145.0267
Armadale,47 Northcote Rd,h,,3,SP,Jellis,10/12/2016,6.3,3,2,0,246,204,1890,-37.8533,145.0169
Armadale,8/58 Sutherland Rd,u,592500,2,S,hockingstuart,10/12/2016,6.3,2,1,1,0,73,1970,-37.8574,145.0174
Armadale,6A Munro St,h,,3,S,Jellis,12/11/2016,6.3,3,2,1,242,143,1915,-37.8534,145.0185
Armadale,40 New St,h,1210000,2,S,Marshall,12/11/2016,6.3,2,1,0,249,96,1910,-37.8543,145.016
Armadale,35 Northcote Rd,h,2801000,4,S,Marshall,12/11/2016,6.3,4,2,2,624,222,1900,-37.8536,145.0173
Armadale,7/17 Myamyn St,u,,3,SP,Marshall,13/08/2016,6.3,3,2,3,0,203,2006,-37.8555,145.0291
Armadale,595 Orrong Rd,h,,3,S,Jellis,13/08/2016,6.3,2,2,2,292,146,1910,-37.8523,145.0116
Armadale,3 Wattletree Rd,h,,3,SN,Gary,14/05/2016,6.3,3,2,1,482,182,1930,-37.8606,145.0157
Armadale,7/53 Wattletree Rd,u,390000,1,S,Jellis,14/05/2016,6.3,1,1,0,881,,,-37.8614,145.0222
Armadale,2b Denbigh Rd,h,,3,S,Jellis,15/10/2016,6.3,3,2,1,228,111,1915,-37.8603,145.0155
Armadale,791 High St,h,1800000,3,PI,RT,15/10/2016,6.3,3,2,2,405,121,1910,-37.8545,145.0145
Armadale,22 Lambeth Av,h,,4,SN,hockingstuart,15/10/2016,6.3,,,,,,,,
Armadale,25 Llaneast St,h,2200000,4,PI,Jellis,15/10/2016,6.3,4,1,2,495,163,1900,-37.8613,145.0264
Armadale,5 Alleyne Av,h,,4,S,Jellis,16/04/2016,6.3,,,,,,,,
Armadale,8/569 Orrong Rd,u,324000,1,S,Jellis,16/04/2016,6.3,1,1,1,0,,,-37.8537,145.0114
Armadale,19 Sutherland Rd,h,,3,S,Marshall,16/04/2016,6.3,3,1,2,451,,,-37.8593,145.0167
Armadale,17/579 Dandenong Rd,u,,2,S,hockingstuart,16/07/2016,6.3,2,1,1,0,80,1966,-37.8646,145.0247
Armadale,11/26 Gladstone Av,u,,2,S,hockingstuart,16/07/2016,6.3,,,,,,,,
Armadale,2/1 Munro St,u,,3,SP,Marshall,16/07/2016,6.3,3,1,4,0,,,-37.853,145.0181
Armadale,1 Cambridge St,h,,2,S,Jellis,17/09/2016,6.3,3,1,2,230,,1888,-37.8593,145.017
Armadale,367 Dandenong Rd,h,5525000,6,S,Marshall,17/09/2016,6.3,5,3,4,1491,516,1935,-37.8602,145.013
Armadale,10 Egerton Rd,h,,4,S,Jellis,17/09/2016,6.3,2,2,2,449,232,1900,-37.8628,145.0226
Armadale,34a Rose St,h,1125000,2,S,RT,17/09/2016,6.3,3,1,2,169,,,-37.851,145.0161
Armadale,42 Rose St,h,2250000,3,S,Marshall,17/09/2016,6.3,3,3,1,301,,,-37.8511,145.0167
Armadale,12 Auburn Gr,h,2360000,3,S,hockingstuart,18/03/2017,6.3,3,2,0,336,,,-37.8558,145.015
Armadale,31 Hume St,h,1900000,2,VB,Jellis,18/03/2017,6.3,2,2,0,207,,,-37.8571,145.0224
Armadale,10/581 Orrong Rd,u,440000,1,SP,Jellis,18/03/2017,6.3,1,1,1,0,53,1970,-37.8531,145.0115
Armadale,5/8 Sutherland Rd,u,,2,SP,hockingstuart,18/03/2017,6.3,,,,,,,,
Armadale,5/92 Wattletree Rd,u,,2,SN,Thomson,18/03/2017,6.3,2,1,1,734,,2006,-37.8623,145.0262
Armadale,7/579 Dandenong Rd,u,490000,2,PI,Ray,18/06/2016,6.3,2,1,1,0,,1966,-37.8646,145.0247
Armadale,1/13 Denbigh Rd,t,,3,PI,Marshall,18/06/2016,6.3,3,2,2,0,135,1998,-37.859,145.0153
Armadale,19 Glassford St,h,2365000,3,S,Marshall,18/06/2016,6.3,3,2,1,316,,,-37.8521,145.019
Armadale,14 New St,h,1300000,3,VB,Jellis,18/06/2016,6.3,2,1,2,212,106,1900,-37.8542,145.0149
Armadale,9/38 Northcote Rd,u,,2,SP,Jellis,18/06/2016,6.3,2,1,1,0,67,1970,-37.8531,145.0173
Armadale,7/501 Orrong Rd,u,732000,3,S,Gary,18/06/2016,6.3,3,2,2,0,,,-37.8597,145.0104
Armadale,6/51 Armadale St,u,704000,2,SP,Greg,19/11/2016,6.3,2,1,1,0,74,1969,-37.8573,145.0186
Armadale,30 Barkly Av,h,,4,S,Jellis,19/11/2016,6.3,,,,,,,,
Armadale,5/31 Inverness Av,u,,2,S,Jellis,19/11/2016,6.3,,,,,,,,
Armadale,12/41 Kooyong Rd,u,620000,2,VB,Marshall,19/11/2016,6.3,3,1,1,0,98,1970,-37.8596,145.0198
Armadale,63 Denbigh Rd,h,1900000,3,S,Marshall,22/05/2016,6.3,3,1,2,328,108,1900,-37.8559,145.0158
Armadale,1 Derby St,h,,3,S,Marshall,22/05/2016,6.3,3,2,2,0,,,-37.8512,145.0207
Armadale,5/2 Mercer Rd,t,,3,S,Kay,22/05/2016,6.3,2,3,2,0,,,-37.8557,145.0264
Armadale,9/60 Wattletree Rd,u,,2,S,hockingstuart,22/05/2016,6.3,2,2,1,2659,,,-37.8616,145.0211
Armadale,13/56 Sutherland Rd,u,315000,1,SP,Fletchers,22/08/2016,6.3,1,1,1,0,,,-37.8575,145.0174
Armadale,12 Baldwin St,h,,3,SP,Marshall,23/04/2016,6.3,2,1,0,151,80,1880,-37.8549,145.0219
Armadale,48 Barkly Av,h,1992000,3,S,Jellis,23/04/2016,6.3,,,,,,,,
Armadale,7/22 Derby St,u,450000,1,PI,hockingstuart,24/09/2016,6.3,1,1,1,0,,,-37.8509,145.0203
Armadale,10/51 Armadale St,u,710000,2,S,Jellis,25/02/2017,6.3,2,1,1,2471,80,1970,-37.8573,145.0186
Armadale,2/377 Dandenong Rd,u,872000,2,S,Jellis,25/02/2017,6.3,2,1,1,1194,,1953,-37.8604,145.0147
Armadale,1/14 Denbigh Rd,u,598000,2,S,hockingstuart,25/02/2017,6.3,2,1,1,0,88,1970,-37.8593,145.0156
Armadale,15 Sutherland Rd,h,,3,SN,Kay,25/02/2017,6.3,3,2,2,459,180,1890,-37.8595,145.0166
Armadale,75 Sutherland Rd,h,1285000,3,S,Marshall,25/02/2017,6.3,3,1,2,186,80,1920,-37.8554,145.0173
Armadale,61 Union St,h,3660000,4,S,Jellis,25/02/2017,6.3,4,3,2,421,,,-37.8593,145.0275
Armadale,30 Willis St,h,,3,VB,Marshall,25/02/2017,6.3,3,1,2,251,149,1920,-37.8572,145.0275
Armadale,1/770 Malvern Rd,u,,2,S,hockingstuart,26/07/2016,6.3,2,1,1,0,,,-37.8498,145.0145
Armadale,1/403 Dandenong Rd,u,520000,2,S,hockingstuart,27/06/2016,6.3,1,1,1,0,76,1970,-37.8618,145.0183
Armadale,7 Lambeth Av,h,2760000,4,S,Marshall,27/06/2016,6.3,,,,,,,,
Armadale,3 Alleyne Av,h,,4,S,Jellis,27/11/2016,6.3,,,,,,,,
Armadale,10/507 Dandenong Rd,u,690000,2,VB,Jellis,27/11/2016,6.3,,,,,,,,
Armadale,44 Denbigh Rd,h,3625000,4,S,Jellis,27/11/2016,6.3,4,1,2,709,251,1900,-37.8574,145.016
Armadale,44 Hampden Rd,h,4200000,4,VB,Kay,27/11/2016,6.3,4,3,3,563,333,2000,-37.8582,145.0138
Armadale,3/769 High St,t,1101000,3,S,Jellis,27/11/2016,6.3,3,1,2,103,3,2000,-37.8542,145.0135
Armadale,4 Mercer Rd,h,3512500,3,S,Marshall,27/11/2016,6.3,3,2,2,617,285,1998,-37.8557,145.0264
Armadale,4/38 Northcote Rd,u,,2,S,hockingstuart,27/11/2016,6.3,2,1,1,0,,,-37.8531,145.0173
